seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	35759957	35760016	60	*	X15688	7392	35759896	35770718	10823	+	0	inside	60	USF2
chr19	36005376	36005540	165	*	X15692	93099	35988119	36004560	16442	-	815	upstream	815	DMKN
chr19	36103735	36103869	135	*	X15698	23354	36103646	36116251	12606	+	0	inside	88	HAUS5
chr19	36119022	36119064	43	*	X15700	79171	36119980	36128587	8608	+	915	upstream	915	RBM42
chr19	36132574	36132630	57	*	X15702	2116	36132647	36135773	3127	+	16	upstream	16	ETV2
chr19	36207027	36207101	75	*	X15710	9757	36208921	36229779	20859	+	1819	upstream	1819	KMT2B
chr19	36207898	36208017	120	*	X15711	9757	36208921	36229779	20859	+	903	upstream	903	KMT2B
chr19	36235418	36235552	135	*	X15715	55851	36236494	36243734	7241	+	941	upstream	941	PSENEN
chr19	36235583	36235747	165	*	X15716	55851	36236494	36243734	7241	+	746	upstream	746	PSENEN
chr19	36236098	36236232	135	*	X15717	55851	36236494	36243734	7241	+	261	upstream	261	PSENEN
chr19	36236098	36236232	135	*	X15717	199746	36233428	36236336	2909	-	0	inside	103	U2AF1L4
chr19	36236098	36236232	135	*	X15717	79713	36230151	36236336	6186	-	0	inside	103	IGFLR1
chr19	36237458	36237562	105	*	X15718	199746	36233428	36236336	2909	-	1121	upstream	1121	U2AF1L4
chr19	36237458	36237562	105	*	X15718	79713	36230151	36236336	6186	-	1121	upstream	1121	IGFLR1
chr19	36237458	36237562	105	*	X15718	55957	36239262	36245420	6159	+	1699	upstream	1699	LIN37
chr19	36246763	36247107	345	*	X15721	148137	36249044	36260077	11034	+	1936	upstream	1936	PROSER3
chr19	36247363	36247662	300	*	X15722	148137	36249044	36260077	11034	+	1381	upstream	1381	PROSER3
chr19	36247363	36247662	300	*	X15722	126393	36245467	36247930	2464	-	0	inside	267	HSPB6
chr19	36248443	36248532	90	*	X15723	148137	36249044	36260077	11034	+	511	upstream	511	PROSER3
chr19	36248443	36248532	90	*	X15723	126393	36245467	36247930	2464	-	512	upstream	512	HSPB6
chr19	36248593	36248727	135	*	X15724	148137	36249044	36260077	11034	+	316	upstream	316	PROSER3
chr19	36248593	36248727	135	*	X15724	126393	36245467	36247930	2464	-	662	upstream	662	HSPB6
chr19	36266240	36266434	195	*	X15727	115703	36266417	36279724	13308	+	0	overlapStart	0	ARHGAP33
chr19	36266541	36266765	225	*	X15728	115703	36266417	36279724	13308	+	0	inside	123	ARHGAP33
chr19	36347520	36347594	75	*	X15739	84063	36347810	36358048	10239	+	215	upstream	215	KIRREL2
chr19	36348087	36348221	135	*	X15740	84063	36347810	36358048	10239	+	0	inside	276	KIRREL2
chr19	36359262	36359396	135	*	X15742	333	36359138	36370699	11562	+	0	inside	123	APLP1
chr19	36359412	36359591	180	*	X15743	333	36359138	36370699	11562	+	0	inside	273	APLP1
chr19	36427264	36427578	315	*	X15753	79414	36428022	36436097	8076	+	443	upstream	443	LRFN3
chr19	36500460	36500834	375	*	X15755	163183	36494002	36500273	6272	-	186	upstream	186	SYNE4
chr19	36504662	36504871	210	*	X15756	84964	36500022	36505141	5120	-	0	inside	269	ALKBH6
chr19	36504932	36505141	210	*	X15757	84964	36500022	36505141	5120	-	0	inside	0	ALKBH6
chr19	36523383	36523517	135	*	X15759	25999	36505562	36523797	18236	-	0	inside	279	CLIP3
chr19	36523740	36523874	135	*	X15760	25999	36505562	36523797	18236	-	0	overlapStart	0	CLIP3
chr19	36544908	36544997	90	*	X15761	284403	36545783	36596012	50230	+	785	upstream	785	WDR62
chr19	36545921	36546010	90	*	X15762	284403	36545783	36596012	50230	+	0	inside	137	WDR62
chr19	36545921	36546010	90	*	X15762	199745	36525887	36545664	19778	-	256	upstream	256	THAP8
chr19	36546041	36546205	165	*	X15763	284403	36545783	36596012	50230	+	0	inside	257	WDR62
chr19	36546041	36546205	165	*	X15763	199745	36525887	36545664	19778	-	376	upstream	376	THAP8
chr19	36605484	36605723	240	*	X15764	1155	36605888	36616849	10962	+	164	upstream	164	TBCB
chr19	36606564	36606968	405	*	X15765	5438	36604611	36606206	1596	-	357	upstream	357	POLR2I
chr19	36630938	36631102	165	*	X15766	826	36630918	36641255	10338	+	0	inside	19	CAPNS1
chr19	36870307	36870441	135	*	X15774	57677	36825355	36870105	44751	-	201	upstream	201	ZFP14
chr19	36980533	36980637	105	*	X15775	728752	36980529	36981942	1414	+	0	inside	3	LOC728752
chr19	36980533	36980637	105	*	X15775	84924	36936021	36980463	44443	-	69	upstream	69	ZNF566
chr19	37018833	37018997	165	*	X15776	339324	37001589	37019248	17660	-	0	inside	250	ZNF260
chr19	37020106	37020225	120	*	X15777	339324	37001589	37019248	17660	-	857	upstream	857	ZNF260
chr19	37095655	37095819	165	*	X15780	84911	37095719	37119499	23781	+	0	overlapStart	0	ZNF382
chr19	37287750	37287841	92	*	X15782	284408	37288452	37319013	30562	+	610	upstream	610	ZNF790-AS1
chr19	37340593	37340742	150	*	X15785	25850	37341260	37403930	62671	+	517	upstream	517	ZNF345
chr19	37406477	37406484	8	*	X15786	374900	37407231	37488834	81604	+	746	upstream	746	ZNF568
chr19	37406504	37406611	108	*	X15787	374900	37407231	37488834	81604	+	619	upstream	619	ZNF568
chr19	37701074	37701193	120	*	X15789	92285	37672481	37701451	28971	-	0	inside	257	ZNF585B
chr19	38146427	38146516	90	*	X15794	22835	38123389	38146368	22980	-	58	upstream	58	ZFP30
chr19	38720134	38720268	135	*	X15811	8193	38701649	38720317	18669	-	0	inside	48	DPF1
chr19	38747189	38747353	165	*	X15814	94274	38741877	38747231	5355	-	0	overlapStart	0	PPP1R14A
chr19	38754789	38754895	107	*	X15815	10653	38755098	38783254	28157	+	202	upstream	202	SPINT2
chr19	38806194	38806313	120	*	X15817	90522	38794200	38806606	12407	-	0	inside	292	YIF1B
chr19	38806372	38806506	135	*	X15818	90522	38794200	38806606	12407	-	0	inside	99	YIF1B
chr19	38806964	38807016	53	*	X15819	90522	38794200	38806606	12407	-	357	upstream	357	YIF1B
chr19	38826517	38826845	329	*	X15820	57828	38826443	38861589	35147	+	0	inside	73	CATSPERG
chr19	38878288	38878377	90	*	X15829	199720	38874992	38878668	3677	-	0	inside	290	GGN
chr19	38878468	38878692	225	*	X15830	199720	38874992	38878668	3677	-	0	overlapStart	0	GGN
chr19	38878819	38879127	309	*	X15831	199720	38874992	38878668	3677	-	150	upstream	150	GGN
chr19	38878819	38879127	309	*	X15831	399473	38880840	38890523	9684	+	1712	upstream	1712	SPRED3
chr19	38879180	38879322	143	*	X15832	199720	38874992	38878668	3677	-	511	upstream	511	GGN
chr19	38879180	38879322	143	*	X15832	399473	38880840	38890523	9684	+	1517	upstream	1517	SPRED3
chr19	38880080	38880229	150	*	X15833	199720	38874992	38878668	3677	-	1411	upstream	1411	GGN
chr19	38880080	38880229	150	*	X15833	399473	38880840	38890523	9684	+	610	upstream	610	SPRED3
chr19	38880380	38880514	135	*	X15834	199720	38874992	38878668	3677	-	1711	upstream	1711	GGN
chr19	38880380	38880514	135	*	X15834	399473	38880840	38890523	9684	+	325	upstream	325	SPRED3
chr19	38880560	38880754	195	*	X15835	199720	38874992	38878668	3677	-	1891	upstream	1891	GGN
chr19	38880560	38880754	195	*	X15835	399473	38880840	38890523	9684	+	85	upstream	85	SPRED3
chr19	38880995	38880999	5	*	X15836	399473	38880840	38890523	9684	+	0	inside	154	SPRED3
chr19	38924363	38924444	82	*	X15839	6261	38924340	39078204	153865	+	0	inside	22	RYR1
chr19	39110044	39110163	120	*	X15845	11184	39078281	39108643	30363	-	1400	upstream	1400	MAP4K1
chr19	39138315	39138419	105	*	X15847	81	39138267	39221171	82905	+	0	inside	47	ACTN4
chr19	39342611	39342865	255	*	X15863	3191	39308091	39342979	34889	-	0	inside	113	HNRNPL
chr19	39390545	39390709	165	*	X15864	4793	39390340	39399534	9195	+	0	inside	204	NFKBIB
chr19	39390545	39390709	165	*	X15864	22933	39369195	39390502	21308	-	42	upstream	42	SIRT2
chr19	39440566	39440577	12	*	X15865	54938	39405904	39440495	34592	-	70	upstream	70	SARS2
chr19	39440953	39441057	105	*	X15866	54938	39405904	39440495	34592	-	457	upstream	457	SARS2
chr19	39466392	39466705	314	*	X15867	115290	39432042	39466380	34339	-	11	upstream	11	FBXO17
chr19	39522927	39523076	150	*	X15870	126433	39514663	39523198	8536	-	0	inside	121	FBXO27
chr19	39523085	39523294	210	*	X15871	126433	39514663	39523198	8536	-	0	overlapStart	0	FBXO27
chr19	39574795	39574929	135	*	X15872	390928	39574945	39602128	27184	+	15	upstream	15	ACP7
chr19	39575125	39575454	330	*	X15873	390928	39574945	39602128	27184	+	0	inside	179	ACP7
chr19	39616608	39616877	270	*	X15874	10298	39616420	39670046	53627	+	0	inside	187	PAK4
chr19	39687505	39687550	46	*	X15877	342897	39687604	39692522	4919	+	53	upstream	53	NCCRP1
chr19	39831908	39832087	180	*	X15885	55095	39833108	39875537	42430	+	1020	upstream	1020	SAMD4B
chr19	39832688	39832756	69	*	X15886	55095	39833108	39875537	42430	+	351	upstream	351	SAMD4B
chr19	39896885	39897304	420	*	X15892	7538	39897487	39900052	2566	+	182	upstream	182	ZFP36
chr19	39897360	39897464	105	*	X15893	7538	39897487	39900052	2566	+	22	upstream	22	ZFP36
chr19	39900336	39900605	270	*	X15897	100616163	39900263	39900318	56	-	17	upstream	17	MIR4530
chr19	39900750	39901191	442	*	X15898	100616163	39900263	39900318	56	-	431	upstream	431	MIR4530
chr19	39901228	39901229	2	*	X15899	100616163	39900263	39900318	56	-	909	upstream	909	MIR4530
chr19	39903660	39903779	120	*	X15900	64857	39903750	39919055	15306	+	0	overlapStart	0	PLEKHG2
chr19	39926820	39927134	315	*	X15904	6217	39923847	39926618	2772	-	201	upstream	201	RPS16
chr19	39927159	39927548	390	*	X15905	6217	39923847	39926618	2772	-	540	upstream	540	RPS16
chr19	39989282	39989536	255	*	X15907	10683	39989557	39999121	9565	+	20	upstream	20	DLL3
chr19	40005654	40005889	236	*	X15908	348303	40005753	40011326	5574	+	0	overlapStart	0	SELENOV
chr19	40324397	40324621	225	*	X15916	9149	40315990	40324841	8852	-	0	inside	219	DYRK1B
chr19	40324742	40324932	191	*	X15917	9149	40315990	40324841	8852	-	0	overlapStart	0	DYRK1B
chr19	40336757	40336891	135	*	X15920	2091	40325093	40337054	11962	-	0	inside	162	FBL
chr19	40336982	40337116	135	*	X15921	2091	40325093	40337054	11962	-	0	overlapStart	0	FBL
chr19	40697407	40697526	120	*	X15926	4294	40697651	40721482	23832	+	124	upstream	124	MAP3K10
chr19	40697602	40697751	150	*	X15927	4294	40697651	40721482	23832	+	0	overlapStart	0	MAP3K10
chr19	40790437	40790706	270	*	X15930	693226	40788450	40788548	99	-	1888	upstream	1888	MIR641
chr19	40790977	40791051	75	*	X15932	208	40736224	40791302	55079	-	0	inside	250	AKT2
chr19	40791217	40791261	45	*	X15933	208	40736224	40791302	55079	-	0	inside	40	AKT2
chr19	40791278	40791322	45	*	X15934	208	40736224	40791302	55079	-	0	overlapStart	0	AKT2
chr19	40854129	40854233	105	*	X15935	23646	40854332	40884390	30059	+	98	upstream	98	PLD3
chr19	40854129	40854233	105	*	X15935	126526	40826967	40854434	27468	-	0	inside	200	C19orf47
chr19	40854246	40854305	60	*	X15936	23646	40854332	40884390	30059	+	26	upstream	26	PLD3
chr19	40854246	40854305	60	*	X15936	126526	40826967	40854434	27468	-	0	inside	128	C19orf47
chr19	40949852	40950061	210	*	X15948	29946	40946748	40950282	3535	-	0	inside	220	SERTAD3
chr19	40950662	40950732	71	*	X15949	29946	40946748	40950282	3535	-	379	upstream	379	SERTAD3
chr19	40950827	40950931	105	*	X15950	29946	40946748	40950282	3535	-	544	upstream	544	SERTAD3
chr19	40972972	40973091	120	*	X15951	645	40953691	40971725	18035	-	1246	upstream	1246	BLVRB
chr19	41082270	41082569	300	*	X15962	92799	41082757	41097305	14549	+	187	upstream	187	SHKBP1
chr19	41082900	41083124	225	*	X15963	92799	41082757	41097305	14549	+	0	inside	142	SHKBP1
chr19	41196175	41196369	195	*	X15990	9253	41171812	41196556	24745	-	0	inside	186	NUMBL
chr19	41196505	41196642	138	*	X15991	9253	41171812	41196556	24745	-	0	overlapStart	0	NUMBL
chr19	41196688	41196714	27	*	X15992	9253	41171812	41196556	24745	-	131	upstream	131	NUMBL
chr19	41197235	41197322	88	*	X15993	9253	41171812	41196556	24745	-	678	upstream	678	NUMBL
chr19	41197417	41197524	108	*	X15994	9253	41171812	41196556	24745	-	860	upstream	860	NUMBL
chr19	41221465	41221494	30	*	X15997	80271	41223008	41246765	23758	+	1513	upstream	1513	ITPKC
chr19	41221825	41221944	120	*	X15998	80271	41223008	41246765	23758	+	1063	upstream	1063	ITPKC
chr19	41222675	41222809	135	*	X15999	80271	41223008	41246765	23758	+	198	upstream	198	ITPKC
chr19	41222675	41222809	135	*	X15999	79934	41197434	41222790	25357	-	0	overlapStart	0	COQ8B
chr19	41223170	41223274	105	*	X16000	80271	41223008	41246765	23758	+	0	inside	161	ITPKC
chr19	41223170	41223274	105	*	X16000	79934	41197434	41222790	25357	-	379	upstream	379	COQ8B
chr19	41255534	41255758	225	*	X16001	6626	41256759	41271297	14539	+	1000	upstream	1000	SNRPA
chr19	41255894	41255953	60	*	X16002	6626	41256759	41271297	14539	+	805	upstream	805	SNRPA
chr19	41283022	41283096	75	*	X16003	100529264	41284124	41314346	30223	+	1027	upstream	1027	RAB4B-EGLN2
chr19	41283022	41283096	75	*	X16003	53916	41284124	41302849	18726	+	1027	upstream	1027	RAB4B
chr19	41283397	41283437	41	*	X16004	100529264	41284124	41314346	30223	+	686	upstream	686	RAB4B-EGLN2
chr19	41283397	41283437	41	*	X16004	53916	41284124	41302849	18726	+	686	upstream	686	RAB4B
chr19	41283471	41283516	46	*	X16005	100529264	41284124	41314346	30223	+	607	upstream	607	RAB4B-EGLN2
chr19	41283471	41283516	46	*	X16005	53916	41284124	41302849	18726	+	607	upstream	607	RAB4B
chr19	41283761	41283880	120	*	X16006	100529264	41284124	41314346	30223	+	243	upstream	243	RAB4B-EGLN2
chr19	41283761	41283880	120	*	X16006	53916	41284124	41302849	18726	+	243	upstream	243	RAB4B
chr19	41284357	41284881	525	*	X16007	100529264	41284124	41314346	30223	+	0	inside	232	RAB4B-EGLN2
chr19	41284357	41284881	525	*	X16007	53916	41284124	41302849	18726	+	0	inside	232	RAB4B
chr19	41304764	41304862	99	*	X16008	112398	41305048	41314346	9299	+	185	upstream	185	EGLN2
chr19	41305198	41305602	405	*	X16009	112398	41305048	41314346	9299	+	0	inside	149	EGLN2
chr19	41699368	41699652	285	*	X16021	29785	41699115	41713444	14330	+	0	inside	252	CYP2S1
chr19	41724748	41724882	135	*	X16023	558	41725108	41767671	42564	+	225	upstream	225	AXL
chr19	41725393	41725542	150	*	X16024	558	41725108	41767671	42564	+	0	inside	284	AXL
chr19	41816283	41816387	105	*	X16032	90324	41816094	41830788	14695	+	0	inside	188	CCDC97
chr19	41859893	41860087	195	*	X16042	7040	41836812	41859831	23020	-	61	upstream	61	TGFB1
chr19	42387134	42387283	150	*	X16053	9138	42387267	42434296	47030	+	0	overlapStart	0	ARHGEF1
chr19	42463296	42463400	105	*	X16065	10567	42460833	42463528	2696	-	0	inside	127	RABAC1
chr19	42463442	42463531	90	*	X16066	10567	42460833	42463528	2696	-	0	overlapStart	0	RABAC1
chr19	42498672	42498736	65	*	X16067	478	42470734	42498428	27695	-	243	upstream	243	ATP1A3
chr19	42572392	42572433	42	*	X16070	64763	42572629	42585720	13092	+	195	upstream	195	ZNF574
chr19	42636147	42636311	165	*	X16080	100505622	42636781	42641251	4471	+	469	upstream	469	LOC100505622
chr19	42636597	42636746	150	*	X16081	100505622	42636781	42641251	4471	+	34	upstream	34	LOC100505622
chr19	42636597	42636746	150	*	X16081	5452	42590262	42636625	46364	-	0	overlapStart	0	POU2F2
chr19	42724593	42724727	135	*	X16088	116115	42724492	42732353	7862	+	0	inside	100	ZNF526
chr19	42724593	42724727	135	*	X16088	162989	42702745	42724304	21560	-	288	upstream	288	DEDD2
chr19	42746349	42746483	135	*	X16089	2931	42734338	42746736	12399	-	0	inside	252	GSK3A
chr19	42748400	42748489	90	*	X16090	2931	42734338	42746736	12399	-	1663	upstream	1663	GSK3A
chr19	42758964	42759098	135	*	X16098	2077	42751717	42759309	7593	-	0	inside	210	ERF
chr19	42759460	42759579	120	*	X16099	2077	42751717	42759309	7593	-	150	upstream	150	ERF
chr19	42759670	42759954	285	*	X16100	2077	42751717	42759309	7593	-	360	upstream	360	ERF
chr19	42760375	42760387	13	*	X16101	2077	42751717	42759309	7593	-	1065	upstream	1065	ERF
chr19	42760468	42760509	42	*	X16102	2077	42751717	42759309	7593	-	1158	upstream	1158	ERF
chr19	42788185	42788313	129	*	X16112	23152	42788817	42799949	11133	+	503	upstream	503	CIC
chr19	42788329	42788478	150	*	X16113	23152	42788817	42799949	11133	+	338	upstream	338	CIC
chr19	42788674	42788808	135	*	X16114	23152	42788817	42799949	11133	+	8	upstream	8	CIC
chr19	42806154	42806258	105	*	X16116	284338	42806284	42814973	8690	+	25	upstream	25	PRR19
chr19	42806944	42807168	225	*	X16117	5050	42801185	42806952	5768	-	0	overlapStart	0	PAFAH1B3
chr19	42817300	42817419	120	*	X16118	284339	42817477	42829214	11738	+	57	upstream	57	TMEM145
chr19	42827846	42828235	390	*	X16124	1954	42829761	42882921	53161	+	1525	upstream	1525	MEGF8
chr19	42828596	42828910	315	*	X16125	1954	42829761	42882921	53161	+	850	upstream	850	MEGF8
chr19	42829626	42829735	110	*	X16126	1954	42829761	42882921	53161	+	25	upstream	25	MEGF8
chr19	42829826	42829930	105	*	X16127	1954	42829761	42882921	53161	+	0	inside	64	MEGF8
chr19	43857750	43857822	73	*	X16132	57126	43857825	43867480	9656	+	2	upstream	2	CD177
chr19	44008442	44008696	255	*	X16140	653583	43979255	44008985	29731	-	0	inside	288	PHLDB3
chr19	44008952	44009116	165	*	X16141	653583	43979255	44008985	29731	-	0	overlapStart	0	PHLDB3
chr19	44079672	44079758	87	*	X16146	390940	44080952	44088114	7163	+	1193	upstream	1193	PINLYP
chr19	44079672	44079758	87	*	X16146	7515	44047464	44079730	32267	-	0	overlapStart	0	XRCC1
chr19	44143504	44143854	351	*	X16153	199731	44126522	44143991	17470	-	0	inside	136	CADM4
chr19	44144149	44144358	210	*	X16154	199731	44126522	44143991	17470	-	157	upstream	157	CADM4
chr19	44144377	44144541	165	*	X16155	199731	44126522	44143991	17470	-	385	upstream	385	CADM4
chr19	44144617	44144736	120	*	X16156	199731	44126522	44143991	17470	-	625	upstream	625	CADM4
chr19	44259318	44259452	135	*	X16161	56006	44235301	44259142	23842	-	175	upstream	175	SMG9
chr19	44259573	44259692	120	*	X16162	56006	44235301	44259142	23842	-	430	upstream	430	SMG9
chr19	44331665	44331799	135	*	X16165	284349	44331473	44353050	21578	+	0	inside	191	ZNF283
chr19	44488490	44488699	210	*	X16167	7711	44488322	44502477	14156	+	0	inside	167	ZNF155
chr19	44507265	44507369	105	*	X16168	7773	44507077	44518072	10996	+	0	inside	187	ZNF230
chr19	44556402	44556521	120	*	X16169	7766	44556164	44572142	15979	+	0	inside	237	ZNF223
chr19	44808951	44809025	75	*	X16172	9310	44732357	44809178	76822	-	0	inside	152	ZNF235
chr19	45004677	45004826	150	*	X16173	7733	44979859	45004574	24716	-	102	upstream	102	ZNF180
chr19	45147137	45147286	150	*	X16174	5817	45147098	45169428	22331	+	0	inside	38	PVR
chr19	45250539	45250617	79	*	X16177	602	45251978	45263301	11324	+	1360	upstream	1360	BCL3
chr19	45250840	45250929	90	*	X16178	602	45251978	45263301	11324	+	1048	upstream	1048	BCL3
chr19	45251110	45251229	120	*	X16179	602	45251978	45263301	11324	+	748	upstream	748	BCL3
chr19	45251625	45251714	90	*	X16180	602	45251978	45263301	11324	+	263	upstream	263	BCL3
chr19	45251874	45251978	105	*	X16181	602	45251978	45263301	11324	+	0	overlapStart	0	BCL3
chr19	45281025	45281118	94	*	X16191	23624	45281126	45303903	22778	+	7	upstream	7	CBLC
chr19	45311650	45311681	32	*	X16193	4059	45312316	45324678	12363	+	634	upstream	634	BCAM
chr19	45311892	45311906	15	*	X16194	4059	45312316	45324678	12363	+	409	upstream	409	BCAM
chr19	45312315	45312370	56	*	X16195	4059	45312316	45324678	12363	+	0	overlapStart	0	BCAM
chr19	45347738	45347857	120	*	X16196	5819	45349393	45392485	43093	+	1535	upstream	1535	NECTIN2
chr19	45348722	45348787	66	*	X16197	5819	45349393	45392485	43093	+	605	upstream	605	NECTIN2
chr19	45349191	45349234	44	*	X16198	5819	45349393	45392485	43093	+	158	upstream	158	NECTIN2
chr19	45349480	45349730	251	*	X16199	5819	45349393	45392485	43093	+	0	inside	86	NECTIN2
chr19	45393759	45394013	255	*	X16205	10452	45394477	45406946	12470	+	463	upstream	463	TOMM40
chr19	45394450	45394696	247	*	X16206	10452	45394477	45406946	12470	+	0	overlapStart	0	TOMM40
chr19	45408653	45408669	17	*	X16207	348	45409039	45412650	3612	+	369	upstream	369	APOE
chr19	45409217	45409396	180	*	X16208	348	45409039	45412650	3612	+	0	inside	177	APOE
chr19	45542383	45542847	465	*	X16213	11129	45542298	45574214	31917	+	0	inside	84	CLASRP
chr19	45579649	45579753	105	*	X16217	162979	45574758	45579688	4931	-	0	overlapStart	0	ZNF296
chr19	45582184	45582288	105	*	X16218	79760	45582518	45594782	12265	+	229	upstream	229	GEMIN7
chr19	45594437	45594477	41	*	X16219	284352	45596431	45650543	54113	+	1953	upstream	1953	PPP1R37
chr19	45595453	45595542	90	*	X16220	284352	45596431	45650543	54113	+	888	upstream	888	PPP1R37
chr19	45681886	45681990	105	*	X16222	388552	45682003	45685058	3056	+	12	upstream	12	BLOC1S3
chr19	45681886	45681990	105	*	X16222	79090	45666186	45681501	15316	-	384	upstream	384	TRAPPC6A
chr19	45738167	45738228	62	*	X16224	90332	45715879	45737469	21591	-	697	upstream	697	EXOC3L2
chr19	45753799	45753963	165	*	X16225	57787	45754516	45808541	54026	+	552	upstream	552	MARK4
chr19	45754339	45754442	104	*	X16226	57787	45754516	45808541	54026	+	73	upstream	73	MARK4
chr19	45754595	45755298	704	*	X16227	57787	45754516	45808541	54026	+	0	inside	78	MARK4
chr19	45826905	45827054	150	*	X16228	1158	45809671	45826235	16565	-	669	upstream	669	CKM
chr19	45844132	45844236	105	*	X16229	147700	45843998	45854778	10781	+	0	inside	133	KLC3
chr19	45873558	45873797	240	*	X16231	2068	45854649	45873845	19197	-	0	inside	47	ERCC2
chr19	45907459	45907563	105	*	X16236	10849	45909467	45914024	4558	+	1903	upstream	1903	POLR1G
chr19	45907639	45907848	210	*	X16237	10849	45909467	45914024	4558	+	1618	upstream	1618	POLR1G
chr19	45908524	45908643	120	*	X16238	10849	45909467	45914024	4558	+	823	upstream	823	POLR1G
chr19	45971164	45971313	150	*	X16247	2354	45971253	45978437	7185	+	0	overlapStart	0	FOSB
chr19	45999689	45999853	165	*	X16253	147699	46001731	46005764	4034	+	1877	upstream	1877	PPM1N
chr19	46000331	46000735	405	*	X16254	147699	46001731	46005764	4034	+	995	upstream	995	PPM1N
chr19	46000331	46000735	405	*	X16254	6253	45988546	46000313	11768	-	17	upstream	17	RTN2
chr19	46000781	46000904	124	*	X16255	147699	46001731	46005764	4034	+	826	upstream	826	PPM1N
chr19	46000781	46000904	124	*	X16255	6253	45988546	46000313	11768	-	467	upstream	467	RTN2
chr19	46001661	46001915	255	*	X16256	147699	46001731	46005764	4034	+	0	overlapStart	0	PPM1N
chr19	46001661	46001915	255	*	X16256	6253	45988546	46000313	11768	-	1347	upstream	1347	RTN2
chr19	46009866	46010000	135	*	X16258	7408	46010688	46030240	19553	+	687	upstream	687	VASP
chr19	46010039	46010158	120	*	X16259	7408	46010688	46030240	19553	+	529	upstream	529	VASP
chr19	46010177	46010296	120	*	X16260	7408	46010688	46030240	19553	+	391	upstream	391	VASP
chr19	46010973	46011107	135	*	X16261	7408	46010688	46030240	19553	+	0	inside	284	VASP
chr19	46105357	46105409	53	*	X16271	2828	46093023	46105466	12444	-	0	inside	56	GPR4
chr19	46105357	46105409	53	*	X16271	80207	46031025	46105466	74442	-	0	inside	56	OPA3
chr19	46105549	46105587	39	*	X16272	2828	46093023	46105466	12444	-	82	upstream	82	GPR4
chr19	46105549	46105587	39	*	X16272	80207	46031025	46105466	74442	-	82	upstream	82	OPA3
chr19	46144290	46144379	90	*	X16279	442902	46142252	46142345	94	-	1944	upstream	1944	MIR330
chr19	46144290	46144379	90	*	X16279	100287177	46144905	46146092	1188	+	525	upstream	525	EML2-AS1
chr19	46148669	46148669	1	*	X16283	24139	46112658	46148775	36118	-	0	inside	105	EML2
chr19	46148745	46148894	150	*	X16284	24139	46112658	46148775	36118	-	0	overlapStart	0	EML2
chr19	46149015	46149239	225	*	X16285	24139	46112658	46148775	36118	-	239	upstream	239	EML2
chr19	46171416	46171607	192	*	X16286	2696	46171502	46185717	14216	+	0	overlapStart	0	GIPR
chr19	46194967	46195086	120	*	X16290	54814	46195741	46207248	11508	+	654	upstream	654	QPCTL
chr19	46233522	46234061	540	*	X16295	23403	46213887	46234151	20265	-	0	inside	89	FBXO46
chr19	46272986	46273105	120	*	X16298	147912	46268043	46272497	4455	-	488	upstream	488	SIX5
chr19	46296412	46296578	167	*	X16302	1762	46286264	46296060	9797	-	351	upstream	351	DMWD
chr19	46318692	46318826	135	*	X16303	81492	46298968	46318605	19638	-	86	upstream	86	RSPH6A
chr19	46318947	46319051	105	*	X16304	81492	46298968	46318605	19638	-	341	upstream	341	RSPH6A
chr19	46319672	46319821	150	*	X16305	81492	46298968	46318605	19638	-	1066	upstream	1066	RSPH6A
chr19	46365557	46365586	30	*	X16306	3171	46367518	46377055	9538	+	1931	upstream	1931	FOXA3
chr19	46366131	46366265	135	*	X16307	3171	46367518	46377055	9538	+	1252	upstream	1252	FOXA3
chr19	46366131	46366265	135	*	X16307	8189	46318700	46366548	47849	-	0	inside	282	SYMPK
chr19	46367672	46367896	225	*	X16308	3171	46367518	46377055	9538	+	0	inside	153	FOXA3
chr19	46367672	46367896	225	*	X16308	8189	46318700	46366548	47849	-	1123	upstream	1123	SYMPK
chr19	46368381	46368500	120	*	X16309	8189	46318700	46366548	47849	-	1832	upstream	1832	SYMPK
chr19	46389074	46389223	150	*	X16317	26145	46386866	46389376	2511	-	0	inside	152	IRF2BP1
chr19	46389632	46389736	105	*	X16318	26145	46386866	46389376	2511	-	255	upstream	255	IRF2BP1
chr19	46389827	46389961	135	*	X16319	26145	46386866	46389376	2511	-	450	upstream	450	IRF2BP1
chr19	46405390	46405599	210	*	X16321	339344	46393281	46405862	12582	-	0	inside	262	MYPOP
chr19	46405690	46405939	250	*	X16322	339344	46393281	46405862	12582	-	0	overlapStart	0	MYPOP
chr19	46476582	46476806	225	*	X16325	4858	46442771	46476657	33887	-	0	overlapStart	0	NOVA2
chr19	46477062	46477350	289	*	X16326	4858	46442771	46476657	33887	-	404	upstream	404	NOVA2
chr19	46497961	46498065	105	*	X16327	729440	46498719	46521874	23156	+	653	upstream	653	CCDC61
chr19	46498572	46498736	165	*	X16328	729440	46498719	46521874	23156	+	0	overlapStart	0	CCDC61
chr19	46498812	46499006	195	*	X16329	729440	46498719	46521874	23156	+	0	inside	92	CCDC61
chr19	46799870	46800049	180	*	X16337	64344	46800303	46846690	46388	+	253	upstream	253	HIF3A
chr19	46800245	46800574	330	*	X16338	64344	46800303	46846690	46388	+	0	overlapStart	0	HIF3A
